experiment_id,model_name,model_huggingface_id,quantization,quantized_components,requested_device,actual_device,gpu_name,model_load_seconds,model_load_monitoring_enabled,model_load_monitoring_phase,model_load_monitoring_duration_seconds,model_load_monitoring_sample_count,model_load_gpu_energy_j,model_load_gpu_energy_wh,model_load_gpu_energy_measurement_method,model_load_gpu_power_mean_w,model_load_gpu_power_max_w,model_load_gpu_utilization_mean_percent,model_load_gpu_utilization_max_percent,model_load_gpu_temperature_start_c,model_load_gpu_temperature_max_c,model_load_gpu_temperature_end_c,model_load_gpu_power_limit_w,model_load_torch_peak_allocated_vram_mb,model_load_torch_peak_reserved_vram_mb,model_load_nvml_peak_used_vram_mb,model_load_process_cpu_mean_percent,model_load_process_cpu_max_percent,model_load_process_cpu_user_seconds,model_load_process_cpu_system_seconds,model_load_process_rss_start_mb,model_load_process_rss_peak_mb,model_load_process_rss_end_mb,model_load_system_ram_used_start_mb,model_load_system_ram_used_peak_mb,model_load_system_ram_used_end_mb,_model_load_source_file
20260723_224105,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15.167417,True,model_load,15.180129,43,152.24,0.042288889,nvml_total_energy_counter,7.226256,10.354,8.116279,40.0,46.0,47.0,47.0,45.0,2752.40625,2774.0,3112.617188,336.311628,783.7,18.0,37.52,973.660156,3788.976562,1319.949219,1034.992188,1366.097656,1337.214844,outputs/logs/20260723_224105_model_load_resources.csv
