experiment_id,metric,warmup_count_configured,warmup_observations,steady_state_observations,warmup_mean,steady_state_mean,absolute_difference,warmup_to_steady_ratio,percent_difference_from_steady
20260723_195753,generation_total_seconds,1,1,35,11.973802,6.093883628571429,5.8799183714285705,1.964888522626249,96.48885226262489
20260723_195753,inference_seconds,1,1,35,11.427395,5.9322768,5.4951182,1.9263084622079671,92.63084622079671
20260723_195753,image_save_seconds,1,1,35,0.546402,0.16160194285714286,0.3848000571428572,3.381159844612901,238.1159844612901
20260723_195753,gpu_energy_j,1,1,35,226.088,169.04002857142856,57.04797142857143,1.3374820266577603,33.74820266577604
20260723_195753,gpu_energy_wh,1,1,35,0.062802222,0.04695556348571428,0.015846658514285725,1.3374820221060044,33.748202210600454
20260723_195753,gpu_power_mean_w,1,1,35,18.137807,26.001638857142858,-7.863831857142859,0.6975639920103497,-30.24360079896503
20260723_195753,gpu_power_max_w,1,1,35,35.043,35.11485714285714,-0.07185714285714084,0.9979536541309336,-0.20463458690663533
20260723_195753,gpu_utilization_mean_percent,1,1,35,38.807018,72.8608122857143,-34.053794285714304,0.5326185199229356,-46.73814800770643
20260723_195753,gpu_utilization_max_percent,1,1,35,100.0,99.68571428571428,0.3142857142857167,1.003152765835483,0.31527658354829713
20260723_195753,gpu_temperature_max_c,1,1,35,62.0,65.57142857142857,-3.5714285714285694,0.9455337690631809,-5.446623093681914
20260723_195753,torch_peak_allocated_vram_mb,1,1,35,2689.668945,2689.668945,0.0,1.0,0.0
20260723_195753,torch_peak_reserved_vram_mb,1,1,35,2864.0,2864.0,0.0,1.0,0.0
20260723_195753,nvml_peak_used_vram_mb,1,1,35,3220.617188,3220.6171880000006,-4.547473508864641e-13,0.9999999999999999,-1.4119882132556763e-14
20260723_195753,process_cpu_mean_percent,1,1,35,100.812281,104.24154257142855,-3.4292615714285546,0.9671027357535624,-3.289726424643755
20260723_195753,process_cpu_max_percent,1,1,35,790.0,354.2171428571428,435.7828571428572,2.2302703749112736,123.02703749112736
20260723_195753,process_rss_peak_mb,1,1,35,5941.195312,6857.245424257142,-916.0501122571422,0.8664113568085716,-13.358864319142839
20260723_195753,system_ram_used_peak_mb,1,1,35,5862.09375,7003.119977742857,-1141.0262277428574,0.8370688733922539,-16.293112660774607
20260723_195753,images_per_hour,1,1,35,300.656384,593.7055135142857,-293.0491295142857,0.5064065890517717,-49.359341094822824
