experiment_id,model_name,model_huggingface_id,quantization,quantized_components,requested_device,actual_device,gpu_name,model_load_seconds,model_load_monitoring_enabled,model_load_monitoring_phase,model_load_monitoring_duration_seconds,model_load_monitoring_sample_count,model_load_gpu_energy_j,model_load_gpu_energy_wh,model_load_gpu_energy_measurement_method,model_load_gpu_power_mean_w,model_load_gpu_power_max_w,model_load_gpu_utilization_mean_percent,model_load_gpu_utilization_max_percent,model_load_gpu_temperature_start_c,model_load_gpu_temperature_max_c,model_load_gpu_temperature_end_c,model_load_gpu_power_limit_w,model_load_torch_peak_allocated_vram_mb,model_load_torch_peak_reserved_vram_mb,model_load_nvml_peak_used_vram_mb,model_load_process_cpu_mean_percent,model_load_process_cpu_max_percent,model_load_process_cpu_user_seconds,model_load_process_cpu_system_seconds,model_load_process_rss_start_mb,model_load_process_rss_peak_mb,model_load_process_rss_end_mb,model_load_system_ram_used_start_mb,model_load_system_ram_used_peak_mb,model_load_system_ram_used_end_mb,_model_load_source_file
20260723_195753,ssd-1b,segmind/SSD-1B,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,4.965596,True,model_load,4.995999,21,53.159,0.014766389,nvml_total_energy_counter,9.892857,9.962,0.142857,3.0,56.0,56.0,56.0,35.0,0.0,0.0,324.617188,63.714286,106.3,1.13,2.03,975.539062,1076.347656,1076.347656,1011.757812,1079.230469,1062.894531,outputs/logs/20260723_195753_model_load_resources.csv
