experiment_id,model_name,model_huggingface_id,quantization,quantized_components,requested_device,actual_device,gpu_name,model_load_seconds,model_load_monitoring_enabled,model_load_monitoring_phase,model_load_monitoring_duration_seconds,model_load_monitoring_sample_count,model_load_gpu_energy_j,model_load_gpu_energy_wh,model_load_gpu_energy_measurement_method,model_load_gpu_power_mean_w,model_load_gpu_power_max_w,model_load_gpu_utilization_mean_percent,model_load_gpu_utilization_max_percent,model_load_gpu_temperature_start_c,model_load_gpu_temperature_max_c,model_load_gpu_temperature_end_c,model_load_gpu_power_limit_w,model_load_torch_peak_allocated_vram_mb,model_load_torch_peak_reserved_vram_mb,model_load_nvml_peak_used_vram_mb,model_load_process_cpu_mean_percent,model_load_process_cpu_max_percent,model_load_process_cpu_user_seconds,model_load_process_cpu_system_seconds,model_load_process_rss_start_mb,model_load_process_rss_peak_mb,model_load_process_rss_end_mb,model_load_system_ram_used_start_mb,model_load_system_ram_used_peak_mb,model_load_system_ram_used_end_mb,_model_load_source_file
20260723_174309,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,7.908469,True,model_load,7.919523,37,66.56,0.018488889,nvml_total_energy_counter,7.627568,7.9,1.108108,19.0,40.0,41.0,41.0,35.0,581.153809,582.0,906.617188,326.867568,769.5,12.81,13.51,973.75,6300.25,3107.171875,1577.640625,4199.183594,3860.03125,outputs/logs/20260723_174309_model_load_resources.csv
