experiment_id,model_load_count,model_load_source,model_name,model_huggingface_id,quantization,quantized_components,requested_device,actual_device,gpu_name,model_load_seconds_total,model_load_seconds_mean,model_load_seconds_median,model_load_seconds_min,model_load_seconds_max,model_load_monitoring_duration_seconds_total,model_load_monitoring_duration_seconds_mean,model_load_monitoring_duration_seconds_median,model_load_monitoring_duration_seconds_min,model_load_monitoring_duration_seconds_max,model_load_gpu_energy_j_total,model_load_gpu_energy_j_mean,model_load_gpu_energy_j_median,model_load_gpu_energy_j_min,model_load_gpu_energy_j_max,model_load_gpu_energy_wh_total,model_load_gpu_energy_wh_mean,model_load_gpu_energy_wh_median,model_load_gpu_energy_wh_min,model_load_gpu_energy_wh_max,model_load_gpu_power_mean_w_total,model_load_gpu_power_mean_w_mean,model_load_gpu_power_mean_w_median,model_load_gpu_power_mean_w_min,model_load_gpu_power_mean_w_max,model_load_gpu_power_max_w_total,model_load_gpu_power_max_w_mean,model_load_gpu_power_max_w_median,model_load_gpu_power_max_w_min,model_load_gpu_power_max_w_max,model_load_gpu_utilization_mean_percent_total,model_load_gpu_utilization_mean_percent_mean,model_load_gpu_utilization_mean_percent_median,model_load_gpu_utilization_mean_percent_min,model_load_gpu_utilization_mean_percent_max,model_load_gpu_utilization_max_percent_total,model_load_gpu_utilization_max_percent_mean,model_load_gpu_utilization_max_percent_median,model_load_gpu_utilization_max_percent_min,model_load_gpu_utilization_max_percent_max,model_load_gpu_temperature_start_c_total,model_load_gpu_temperature_start_c_mean,model_load_gpu_temperature_start_c_median,model_load_gpu_temperature_start_c_min,model_load_gpu_temperature_start_c_max,model_load_gpu_temperature_max_c_total,model_load_gpu_temperature_max_c_mean,model_load_gpu_temperature_max_c_median,model_load_gpu_temperature_max_c_min,model_load_gpu_temperature_max_c_max,model_load_gpu_temperature_end_c_total,model_load_gpu_temperature_end_c_mean,model_load_gpu_temperature_end_c_median,model_load_gpu_temperature_end_c_min,model_load_gpu_temperature_end_c_max,model_load_gpu_power_limit_w_total,model_load_gpu_power_limit_w_mean,model_load_gpu_power_limit_w_median,model_load_gpu_power_limit_w_min,model_load_gpu_power_limit_w_max,model_load_torch_peak_allocated_vram_mb_total,model_load_torch_peak_allocated_vram_mb_mean,model_load_torch_peak_allocated_vram_mb_median,model_load_torch_peak_allocated_vram_mb_min,model_load_torch_peak_allocated_vram_mb_max,model_load_torch_peak_reserved_vram_mb_total,model_load_torch_peak_reserved_vram_mb_mean,model_load_torch_peak_reserved_vram_mb_median,model_load_torch_peak_reserved_vram_mb_min,model_load_torch_peak_reserved_vram_mb_max,model_load_nvml_peak_used_vram_mb_total,model_load_nvml_peak_used_vram_mb_mean,model_load_nvml_peak_used_vram_mb_median,model_load_nvml_peak_used_vram_mb_min,model_load_nvml_peak_used_vram_mb_max,model_load_process_cpu_mean_percent_total,model_load_process_cpu_mean_percent_mean,model_load_process_cpu_mean_percent_median,model_load_process_cpu_mean_percent_min,model_load_process_cpu_mean_percent_max,model_load_process_cpu_max_percent_total,model_load_process_cpu_max_percent_mean,model_load_process_cpu_max_percent_median,model_load_process_cpu_max_percent_min,model_load_process_cpu_max_percent_max,model_load_process_cpu_user_seconds_total,model_load_process_cpu_user_seconds_mean,model_load_process_cpu_user_seconds_median,model_load_process_cpu_user_seconds_min,model_load_process_cpu_user_seconds_max,model_load_process_cpu_system_seconds_total,model_load_process_cpu_system_seconds_mean,model_load_process_cpu_system_seconds_median,model_load_process_cpu_system_seconds_min,model_load_process_cpu_system_seconds_max,model_load_process_rss_start_mb_total,model_load_process_rss_start_mb_mean,model_load_process_rss_start_mb_median,model_load_process_rss_start_mb_min,model_load_process_rss_start_mb_max,model_load_process_rss_peak_mb_total,model_load_process_rss_peak_mb_mean,model_load_process_rss_peak_mb_median,model_load_process_rss_peak_mb_min,model_load_process_rss_peak_mb_max,model_load_process_rss_end_mb_total,model_load_process_rss_end_mb_mean,model_load_process_rss_end_mb_median,model_load_process_rss_end_mb_min,model_load_process_rss_end_mb_max,model_load_system_ram_used_start_mb_total,model_load_system_ram_used_start_mb_mean,model_load_system_ram_used_start_mb_median,model_load_system_ram_used_start_mb_min,model_load_system_ram_used_start_mb_max,model_load_system_ram_used_peak_mb_total,model_load_system_ram_used_peak_mb_mean,model_load_system_ram_used_peak_mb_median,model_load_system_ram_used_peak_mb_min,model_load_system_ram_used_peak_mb_max,model_load_system_ram_used_end_mb_total,model_load_system_ram_used_end_mb_mean,model_load_system_ram_used_end_mb_median,model_load_system_ram_used_end_mb_min,model_load_system_ram_used_end_mb_max
20260723_200841,1,model_load_csv,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,8.843278,8.843278,8.843278,8.843278,8.843278,8.870488,8.870488,8.870488,8.870488,8.870488,72.117,72.117,72.117,72.117,72.117,0.0200325,0.0200325,0.0200325,0.0200325,0.0200325,7.884079,7.884079,7.884079,7.884079,7.884079,7.939,7.939,7.939,7.939,7.939,0.078947,0.078947,0.078947,0.078947,0.078947,2.0,2.0,2.0,2.0,2.0,50.0,50.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.617188,324.617188,324.617188,324.617188,324.617188,347.481579,347.481579,347.481579,347.481579,347.481579,756.6,756.6,756.6,756.6,756.6,9.62,9.62,9.62,9.62,9.62,21.23,21.23,21.23,21.23,21.23,976.222656,976.222656,976.222656,976.222656,976.222656,5949.171875,5949.171875,5949.171875,5949.171875,5949.171875,4165.03125,4165.03125,4165.03125,4165.03125,4165.03125,995.078125,995.078125,995.078125,995.078125,995.078125,4153.800781,4153.800781,4153.800781,4153.800781,4153.800781,4153.800781,4153.800781,4153.800781,4153.800781,4153.800781
