experiment_id,metric_a,metric_b,observations,pearson_correlation,spearman_correlation
20260723_200841,gpu_energy_wh,process_rss_peak_mb,36,-0.6267912528706703,-0.08207802512360826
20260723_200841,gpu_energy_wh,system_ram_used_peak_mb,36,-0.6670337089863599,-0.03282064489710234
20260723_200841,gpu_energy_wh,images_per_hour,36,-0.7547275564976188,-0.6731449914190009
20260723_200841,gpu_power_mean_w,gpu_power_max_w,36,0.062342291200971,-0.1236887833180994
20260723_200841,gpu_power_mean_w,gpu_utilization_mean_percent,36,0.8545661881364628,0.41235521235521244
20260723_200841,gpu_power_mean_w,gpu_utilization_max_percent,36,0.31228297144227574,0.08223507015019056
20260723_200841,gpu_power_mean_w,gpu_temperature_max_c,36,0.5930410946684741,0.3301271240522549
20260723_200841,gpu_power_mean_w,process_cpu_mean_percent,36,0.3776415846856156,0.14954954954954955
20260723_200841,gpu_power_mean_w,process_cpu_max_percent,36,0.1004436728957258,0.24555984555984559
20260723_200841,gpu_power_mean_w,process_rss_peak_mb,36,0.5030938965544998,-0.3254586586337519
20260723_200841,gpu_power_mean_w,system_ram_used_peak_mb,36,0.6468340541601117,0.0731016731016731
20260723_200841,gpu_power_mean_w,images_per_hour,36,0.9576031841032331,0.623938223938224
20260723_200841,gpu_power_max_w,gpu_utilization_mean_percent,36,0.051435713200293026,0.016732093476954132
20260723_200841,gpu_power_max_w,gpu_utilization_max_percent,36,-0.13728826236961506,-0.15964305660424508
20260723_200841,gpu_power_max_w,gpu_temperature_max_c,36,-0.05004872777143323,-0.25976638360524335
20260723_200841,gpu_power_max_w,process_cpu_mean_percent,36,0.0002334743056137542,-0.046978570146832765
20260723_200841,gpu_power_max_w,process_cpu_max_percent,36,0.0783057362824343,0.14260891978819368
20260723_200841,gpu_power_max_w,process_rss_peak_mb,36,0.026965457562019207,0.024011845781259512
20260723_200841,gpu_power_max_w,system_ram_used_peak_mb,36,0.04696522352808947,0.004890919631725054
20260723_200841,gpu_power_max_w,images_per_hour,36,0.05562555997405976,-0.04157281686966296
20260723_200841,gpu_utilization_mean_percent,gpu_utilization_max_percent,36,0.48509639421282774,0.33377763766842056
20260723_200841,gpu_utilization_mean_percent,gpu_temperature_max_c,36,0.42200223535777887,-0.0526687375269433
20260723_200841,gpu_utilization_mean_percent,process_cpu_mean_percent,36,0.3663022341775701,0.30244530244530243
20260723_200841,gpu_utilization_mean_percent,process_cpu_max_percent,36,-0.031342279340145135,-0.12561132561132562
