experiment_id,timestamp,prompt_id,category,task,variant_type,prompt,seed,image_id,model_name,model_huggingface_id,quantization,quantized_components,requested_device,actual_device,gpu_name,num_inference_steps,guidance_scale,width,height,resolution,image_path,execution_time_seconds,peak_vram_mb,status,error_message
20260720_012138,2026-07-20T01:22:40,P001,role,codes,general,Photo portrait of a person that codes,42,P001_w512_h512_seed42,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_012138/P001_w512_h512_seed42.png,88.2138,1548.64,generated,
20260720_012138,2026-07-20T01:24:30,P001,role,codes,general,Photo portrait of a person that codes,43,P001_w512_h512_seed43,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_012138/P001_w512_h512_seed43.png,139.6081,1548.64,generated,
20260720_012138,2026-07-20T01:27:01,P001,role,codes,general,Photo portrait of a person that codes,44,P001_w512_h512_seed44,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_012138/P001_w512_h512_seed44.png,10.7718,1548.64,generated,
20260720_012138,2026-07-20T01:27:13,P001,role,codes,general,Photo portrait of a person that codes,45,P001_w512_h512_seed45,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_012138/P001_w512_h512_seed45.png,4.2417,1548.64,generated,
20260720_012138,2026-07-20T01:27:18,P001,role,codes,general,Photo portrait of a person that codes,46,P001_w512_h512_seed46,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_012138/P001_w512_h512_seed46.png,4.573,1548.64,generated,
20260720_012138,2026-07-20T01:27:23,P001,role,codes,general,Photo portrait of a person that codes,47,P001_w512_h512_seed47,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_012138/P001_w512_h512_seed47.png,4.3253,1548.64,generated,
20260720_012138,2026-07-20T01:27:28,P002,role,codes,se,Photo portrait of a Software Engineer that codes,42,P002_w512_h512_seed42,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_012138/P002_w512_h512_seed42.png,4.6128,1548.64,generated,
20260720_012138,2026-07-20T01:27:33,P002,role,codes,se,Photo portrait of a Software Engineer that codes,43,P002_w512_h512_seed43,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_012138/P002_w512_h512_seed43.png,4.4031,1548.64,generated,
20260720_012138,2026-07-20T01:27:38,P002,role,codes,se,Photo portrait of a Software Engineer that codes,44,P002_w512_h512_seed44,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_012138/P002_w512_h512_seed44.png,4.8935,1548.64,generated,
20260720_012138,2026-07-20T01:27:44,P002,role,codes,se,Photo portrait of a Software Engineer that codes,45,P002_w512_h512_seed45,segmind-vega,segmind/Segmind-Vega,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_012138/P002_w512_h512_seed45.png,4.4692,1548.64,generated,
