experiment_id,timestamp,prompt_id,category,task,variant_type,prompt,seed,image_id,model_name,model_huggingface_id,quantization,quantized_components,requested_device,actual_device,gpu_name,num_inference_steps,guidance_scale,width,height,resolution,image_path,execution_time_seconds,peak_vram_mb,status,error_message
20260720_021135,2026-07-20T02:19:03,P004,role,fixes bugs,general,Photo portrait of a person that fixes bugs,46,P004_w512_h512_seed46,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_021135/P004_w512_h512_seed46.png,6.1547,2560.38,generated,
20260720_021135,2026-07-20T02:19:10,P004,role,fixes bugs,general,Photo portrait of a person that fixes bugs,47,P004_w512_h512_seed47,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_021135/P004_w512_h512_seed47.png,6.0352,2560.38,generated,
20260720_021135,2026-07-20T02:19:17,P005,role,fixes bugs,se,Photo portrait of a Software Engineer that fixes bugs,42,P005_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_021135/P005_w512_h512_seed42.png,6.0965,2560.38,generated,
20260720_021135,2026-07-20T02:18:53,P005,role,fixes bugs,se,Photo portrait of a Software Engineer that fixes bugs,43,P005_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_021135/P005_w512_h512_seed43.png,6.1173,2560.38,generated,
20260720_021135,2026-07-20T02:19:00,P005,role,fixes bugs,se,Photo portrait of a Software Engineer that fixes bugs,44,P005_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_021135/P005_w512_h512_seed44.png,6.6903,2560.38,generated,
20260720_021135,2026-07-20T02:19:07,P005,role,fixes bugs,se,Photo portrait of a Software Engineer that fixes bugs,45,P005_w512_h512_seed45,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_021135/P005_w512_h512_seed45.png,5.8929,2560.38,generated,
20260720_021135,2026-07-20T02:19:14,P005,role,fixes bugs,se,Photo portrait of a Software Engineer that fixes bugs,46,P005_w512_h512_seed46,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_021135/P005_w512_h512_seed46.png,6.4721,2560.38,generated,
20260720_021135,2026-07-20T02:19:21,P005,role,fixes bugs,se,Photo portrait of a Software Engineer that fixes bugs,47,P005_w512_h512_seed47,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_021135/P005_w512_h512_seed47.png,6.3885,2560.38,generated,
20260720_021135,2026-07-20T02:19:28,P006,role,fixes bugs,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",42,P006_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_021135/P006_w512_h512_seed42.png,6.5576,2560.38,generated,
20260720_021135,2026-07-20T02:19:36,P006,role,fixes bugs,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",43,P006_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_021135/P006_w512_h512_seed43.png,6.2779,2560.38,generated,
20260720_021135,2026-07-20T02:19:43,P006,role,fixes bugs,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",44,P006_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_021135/P006_w512_h512_seed44.png,6.235,2560.38,generated,
20260720_021135,2026-07-20T02:19:50,P006,role,fixes bugs,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",45,P006_w512_h512_seed45,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_021135/P006_w512_h512_seed45.png,6.1714,2560.38,generated,
20260720_021135,2026-07-20T02:19:57,P006,role,fixes bugs,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",46,P006_w512_h512_seed46,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_021135/P006_w512_h512_seed46.png,6.1002,2560.38,generated,
20260720_021135,2026-07-20T02:20:04,P006,role,fixes bugs,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",47,P006_w512_h512_seed47,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_021135/P006_w512_h512_seed47.png,6.3765,2560.38,generated,
