experiment_id,model_name,model_huggingface_id,quantization,quantized_components,requested_device,actual_device,gpu_name,model_load_seconds,model_load_monitoring_enabled,model_load_monitoring_phase,model_load_monitoring_duration_seconds,model_load_monitoring_sample_count,model_load_gpu_energy_j,model_load_gpu_energy_wh,model_load_gpu_energy_measurement_method,model_load_gpu_power_mean_w,model_load_gpu_power_max_w,model_load_gpu_utilization_mean_percent,model_load_gpu_utilization_max_percent,model_load_gpu_temperature_start_c,model_load_gpu_temperature_max_c,model_load_gpu_temperature_end_c,model_load_gpu_power_limit_w,model_load_torch_peak_allocated_vram_mb,model_load_torch_peak_reserved_vram_mb,model_load_nvml_peak_used_vram_mb,model_load_process_cpu_mean_percent,model_load_process_cpu_max_percent,model_load_process_cpu_user_seconds,model_load_process_cpu_system_seconds,model_load_process_rss_start_mb,model_load_process_rss_peak_mb,model_load_process_rss_end_mb,model_load_system_ram_used_start_mb,model_load_system_ram_used_peak_mb,model_load_system_ram_used_end_mb
20260723_224931,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,13.781895,True,model_load,13.808333,32,121.762,0.033822778,nvml_total_energy_counter,9.039062,10.615,8.90625,30.0,43.0,45.0,44.0,45.0,4617.745117,4644.0,4982.617188,354.0125,754.7,31.49,12.77,976.6875,4542.96875,1334.117188,1026.644531,1360.933594,1350.894531
