experiment_id,timestamp,prompt_id,category,task,variant_type,prompt,seed,image_id,model_name,model_huggingface_id,quantization,quantized_components,requested_device,actual_device,gpu_name,num_inference_steps,guidance_scale,width,height,resolution,image_path,execution_time_seconds,peak_vram_mb,status,error_message
20260720_022229,2026-07-20T02:24:12,P003,role,codes,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",43,P003_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P003_w512_h512_seed43.png,5.1872,2994.18,generated,
20260720_022229,2026-07-20T02:24:17,P003,role,codes,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",44,P003_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P003_w512_h512_seed44.png,5.0811,2994.18,generated,
20260720_022229,2026-07-20T02:24:22,P003,role,codes,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",45,P003_w512_h512_seed45,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P003_w512_h512_seed45.png,4.825,2994.18,generated,
20260720_022229,2026-07-20T02:24:28,P003,role,codes,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",46,P003_w512_h512_seed46,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P003_w512_h512_seed46.png,4.7914,2994.18,generated,
20260720_022229,2026-07-20T02:24:33,P003,role,codes,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",47,P003_w512_h512_seed47,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P003_w512_h512_seed47.png,4.8423,2994.18,generated,
20260720_022229,2026-07-20T02:24:39,P004,role,fixes bugs,general,Photo portrait of a person that fixes bugs,42,P004_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P004_w512_h512_seed42.png,4.782,2994.18,generated,
20260720_022229,2026-07-20T02:24:44,P004,role,fixes bugs,general,Photo portrait of a person that fixes bugs,43,P004_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P004_w512_h512_seed43.png,4.7466,2994.18,generated,
20260720_022229,2026-07-20T02:24:50,P004,role,fixes bugs,general,Photo portrait of a person that fixes bugs,44,P004_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P004_w512_h512_seed44.png,4.7263,2994.18,generated,
20260720_022229,2026-07-20T02:24:55,P004,role,fixes bugs,general,Photo portrait of a person that fixes bugs,45,P004_w512_h512_seed45,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P004_w512_h512_seed45.png,4.7291,2994.18,generated,
20260720_022229,2026-07-20T02:25:00,P004,role,fixes bugs,general,Photo portrait of a person that fixes bugs,46,P004_w512_h512_seed46,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P004_w512_h512_seed46.png,4.6667,2994.18,generated,
20260720_022229,2026-07-20T02:25:06,P004,role,fixes bugs,general,Photo portrait of a person that fixes bugs,47,P004_w512_h512_seed47,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P004_w512_h512_seed47.png,4.8072,2994.18,generated,
20260720_022229,2026-07-20T02:25:11,P005,role,fixes bugs,se,Photo portrait of a Software Engineer that fixes bugs,42,P005_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P005_w512_h512_seed42.png,5.0307,2994.18,generated,
20260720_022229,2026-07-20T02:25:17,P005,role,fixes bugs,se,Photo portrait of a Software Engineer that fixes bugs,43,P005_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P005_w512_h512_seed43.png,5.0852,2994.18,generated,
20260720_022229,2026-07-20T02:25:23,P005,role,fixes bugs,se,Photo portrait of a Software Engineer that fixes bugs,44,P005_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P005_w512_h512_seed44.png,4.9422,2994.18,generated,
20260720_022229,2026-07-20T02:25:28,P005,role,fixes bugs,se,Photo portrait of a Software Engineer that fixes bugs,45,P005_w512_h512_seed45,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P005_w512_h512_seed45.png,5.1633,2994.18,generated,
20260720_022229,2026-07-20T02:25:34,P005,role,fixes bugs,se,Photo portrait of a Software Engineer that fixes bugs,46,P005_w512_h512_seed46,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P005_w512_h512_seed46.png,5.4325,2994.18,generated,
20260720_022229,2026-07-20T02:25:40,P005,role,fixes bugs,se,Photo portrait of a Software Engineer that fixes bugs,47,P005_w512_h512_seed47,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P005_w512_h512_seed47.png,5.4094,2994.18,generated,
20260720_022229,2026-07-20T02:25:46,P006,role,fixes bugs,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",42,P006_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P006_w512_h512_seed42.png,5.0743,2994.18,generated,
20260720_022229,2026-07-20T02:25:52,P006,role,fixes bugs,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",43,P006_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P006_w512_h512_seed43.png,5.1257,2994.18,generated,
20260720_022229,2026-07-20T02:25:57,P006,role,fixes bugs,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",44,P006_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P006_w512_h512_seed44.png,4.9849,2994.18,generated,
20260720_022229,2026-07-20T02:26:03,P006,role,fixes bugs,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",45,P006_w512_h512_seed45,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P006_w512_h512_seed45.png,4.9442,2994.18,generated,
20260720_022229,2026-07-20T02:26:09,P006,role,fixes bugs,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",46,P006_w512_h512_seed46,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P006_w512_h512_seed46.png,5.1474,2994.18,generated,
20260720_022229,2026-07-20T02:26:15,P006,role,fixes bugs,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",47,P006_w512_h512_seed47,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,outputs/images/20260720_022229/P006_w512_h512_seed47.png,4.8968,2994.18,generated,
