experiment_id,timestamp,prompt_id,category,task,variant_type,prompt_style,prompt,configured_seed,effective_seed,seed,seed_index,image_repeat_index,run_index,total_runs_for_prompt,num_images_per_prompt,run_id,robustness_axis,image_id,model_name,model_huggingface_id,quantization,quantized_components,requested_device,actual_device,gpu_name,num_inference_steps,guidance_scale,width,height,resolution,image_path,execution_time_seconds,status,error_message
20260721_001619,2026-07-21T00:34:29,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,43,4300002,4300002,2,2,12,100,10,P002_w512_h512_seed43_img02_effseed4300002,multiple_runs,P002_w512_h512_seed43_img02_effseed4300002,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed43_img02_effseed4300002.png,8.5988,generated,
20260721_001619,2026-07-21T00:34:37,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,43,4300003,4300003,2,3,13,100,10,P002_w512_h512_seed43_img03_effseed4300003,multiple_runs,P002_w512_h512_seed43_img03_effseed4300003,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed43_img03_effseed4300003.png,8.8512,generated,
20260721_001619,2026-07-21T00:34:46,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,43,4300004,4300004,2,4,14,100,10,P002_w512_h512_seed43_img04_effseed4300004,multiple_runs,P002_w512_h512_seed43_img04_effseed4300004,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed43_img04_effseed4300004.png,8.3557,generated,
20260721_001619,2026-07-21T00:34:54,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,43,4300005,4300005,2,5,15,100,10,P002_w512_h512_seed43_img05_effseed4300005,multiple_runs,P002_w512_h512_seed43_img05_effseed4300005,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed43_img05_effseed4300005.png,8.5341,generated,
20260721_001619,2026-07-21T00:35:02,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,43,4300006,4300006,2,6,16,100,10,P002_w512_h512_seed43_img06_effseed4300006,multiple_runs,P002_w512_h512_seed43_img06_effseed4300006,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed43_img06_effseed4300006.png,8.1379,generated,
20260721_001619,2026-07-21T00:35:11,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,43,4300007,4300007,2,7,17,100,10,P002_w512_h512_seed43_img07_effseed4300007,multiple_runs,P002_w512_h512_seed43_img07_effseed4300007,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed43_img07_effseed4300007.png,8.0317,generated,
20260721_001619,2026-07-21T00:35:20,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,43,4300008,4300008,2,8,18,100,10,P002_w512_h512_seed43_img08_effseed4300008,multiple_runs,P002_w512_h512_seed43_img08_effseed4300008,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed43_img08_effseed4300008.png,8.0335,generated,
20260721_001619,2026-07-21T00:35:28,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,43,4300009,4300009,2,9,19,100,10,P002_w512_h512_seed43_img09_effseed4300009,multiple_runs,P002_w512_h512_seed43_img09_effseed4300009,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed43_img09_effseed4300009.png,7.9263,generated,
20260721_001619,2026-07-21T00:35:37,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,43,4300010,4300010,2,10,20,100,10,P002_w512_h512_seed43_img10_effseed4300010,multiple_runs,P002_w512_h512_seed43_img10_effseed4300010,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed43_img10_effseed4300010.png,8.2989,generated,
20260721_001619,2026-07-21T00:35:45,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,44,4400001,4400001,3,1,21,100,10,P002_w512_h512_seed44_img01_effseed4400001,multiple_runs,P002_w512_h512_seed44_img01_effseed4400001,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed44_img01_effseed4400001.png,8.6628,generated,
20260721_001619,2026-07-21T00:35:54,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,44,4400002,4400002,3,2,22,100,10,P002_w512_h512_seed44_img02_effseed4400002,multiple_runs,P002_w512_h512_seed44_img02_effseed4400002,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed44_img02_effseed4400002.png,8.528,generated,
20260721_001619,2026-07-21T00:36:03,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,44,4400003,4400003,3,3,23,100,10,P002_w512_h512_seed44_img03_effseed4400003,multiple_runs,P002_w512_h512_seed44_img03_effseed4400003,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed44_img03_effseed4400003.png,8.5717,generated,
20260721_001619,2026-07-21T00:36:11,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,44,4400004,4400004,3,4,24,100,10,P002_w512_h512_seed44_img04_effseed4400004,multiple_runs,P002_w512_h512_seed44_img04_effseed4400004,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed44_img04_effseed4400004.png,8.6183,generated,
20260721_001619,2026-07-21T00:36:20,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,44,4400005,4400005,3,5,25,100,10,P002_w512_h512_seed44_img05_effseed4400005,multiple_runs,P002_w512_h512_seed44_img05_effseed4400005,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed44_img05_effseed4400005.png,8.2399,generated,
20260721_001619,2026-07-21T00:36:28,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,44,4400006,4400006,3,6,26,100,10,P002_w512_h512_seed44_img06_effseed4400006,multiple_runs,P002_w512_h512_seed44_img06_effseed4400006,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed44_img06_effseed4400006.png,7.9744,generated,
20260721_001619,2026-07-21T00:36:37,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,44,4400007,4400007,3,7,27,100,10,P002_w512_h512_seed44_img07_effseed4400007,multiple_runs,P002_w512_h512_seed44_img07_effseed4400007,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed44_img07_effseed4400007.png,8.2804,generated,
20260721_001619,2026-07-21T00:36:46,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,44,4400008,4400008,3,8,28,100,10,P002_w512_h512_seed44_img08_effseed4400008,multiple_runs,P002_w512_h512_seed44_img08_effseed4400008,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed44_img08_effseed4400008.png,7.915,generated,
20260721_001619,2026-07-21T00:36:54,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,44,4400009,4400009,3,9,29,100,10,P002_w512_h512_seed44_img09_effseed4400009,multiple_runs,P002_w512_h512_seed44_img09_effseed4400009,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed44_img09_effseed4400009.png,8.1448,generated,
20260721_001619,2026-07-21T00:37:03,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,44,4400010,4400010,3,10,30,100,10,P002_w512_h512_seed44_img10_effseed4400010,multiple_runs,P002_w512_h512_seed44_img10_effseed4400010,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed44_img10_effseed4400010.png,8.0486,generated,
20260721_001619,2026-07-21T00:37:11,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,45,4500001,4500001,4,1,31,100,10,P002_w512_h512_seed45_img01_effseed4500001,multiple_runs,P002_w512_h512_seed45_img01_effseed4500001,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed45_img01_effseed4500001.png,7.9716,generated,
20260721_001619,2026-07-21T00:37:49,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,45,4500002,4500002,4,2,32,100,10,P002_w512_h512_seed45_img02_effseed4500002,multiple_runs,P002_w512_h512_seed45_img02_effseed4500002,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed45_img02_effseed4500002.png,7.8411,generated,
20260721_001619,2026-07-21T00:37:28,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,45,4500003,4500003,4,3,33,100,10,P002_w512_h512_seed45_img03_effseed4500003,multiple_runs,P002_w512_h512_seed45_img03_effseed4500003,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed45_img03_effseed4500003.png,8.065,generated,
20260721_001619,2026-07-21T00:37:37,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,45,4500004,4500004,4,4,34,100,10,P002_w512_h512_seed45_img04_effseed4500004,multiple_runs,P002_w512_h512_seed45_img04_effseed4500004,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed45_img04_effseed4500004.png,8.2161,generated,
20260721_001619,2026-07-21T00:37:45,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,45,4500005,4500005,4,5,35,100,10,P002_w512_h512_seed45_img05_effseed4500005,multiple_runs,P002_w512_h512_seed45_img05_effseed4500005,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed45_img05_effseed4500005.png,7.8615,generated,
20260721_001619,2026-07-21T00:37:54,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,45,4500006,4500006,4,6,36,100,10,P002_w512_h512_seed45_img06_effseed4500006,multiple_runs,P002_w512_h512_seed45_img06_effseed4500006,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed45_img06_effseed4500006.png,7.9614,generated,
20260721_001619,2026-07-21T00:38:02,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,45,4500007,4500007,4,7,37,100,10,P002_w512_h512_seed45_img07_effseed4500007,multiple_runs,P002_w512_h512_seed45_img07_effseed4500007,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed45_img07_effseed4500007.png,8.1565,generated,
20260721_001619,2026-07-21T00:38:11,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,45,4500008,4500008,4,8,38,100,10,P002_w512_h512_seed45_img08_effseed4500008,multiple_runs,P002_w512_h512_seed45_img08_effseed4500008,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed45_img08_effseed4500008.png,8.0873,generated,
20260721_001619,2026-07-21T00:38:20,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,45,4500009,4500009,4,9,39,100,10,P002_w512_h512_seed45_img09_effseed4500009,multiple_runs,P002_w512_h512_seed45_img09_effseed4500009,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed45_img09_effseed4500009.png,7.8109,generated,
20260721_001619,2026-07-21T00:38:28,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,45,4500010,4500010,4,10,40,100,10,P002_w512_h512_seed45_img10_effseed4500010,multiple_runs,P002_w512_h512_seed45_img10_effseed4500010,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed45_img10_effseed4500010.png,8.0387,generated,
20260721_001619,2026-07-21T00:38:37,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,46,4600001,4600001,5,1,41,100,10,P002_w512_h512_seed46_img01_effseed4600001,multiple_runs,P002_w512_h512_seed46_img01_effseed4600001,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed46_img01_effseed4600001.png,8.1355,generated,
20260721_001619,2026-07-21T00:38:45,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,46,4600002,4600002,5,2,42,100,10,P002_w512_h512_seed46_img02_effseed4600002,multiple_runs,P002_w512_h512_seed46_img02_effseed4600002,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed46_img02_effseed4600002.png,8.0451,generated,
20260721_001619,2026-07-21T00:38:54,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,46,4600003,4600003,5,3,43,100,10,P002_w512_h512_seed46_img03_effseed4600003,multiple_runs,P002_w512_h512_seed46_img03_effseed4600003,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed46_img03_effseed4600003.png,8.0364,generated,
20260721_001619,2026-07-21T00:39:02,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,46,4600004,4600004,5,4,44,100,10,P002_w512_h512_seed46_img04_effseed4600004,multiple_runs,P002_w512_h512_seed46_img04_effseed4600004,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed46_img04_effseed4600004.png,7.9424,generated,
20260721_001619,2026-07-21T00:39:11,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,46,4600005,4600005,5,5,45,100,10,P002_w512_h512_seed46_img05_effseed4600005,multiple_runs,P002_w512_h512_seed46_img05_effseed4600005,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed46_img05_effseed4600005.png,8.2403,generated,
20260721_001619,2026-07-21T00:39:19,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,46,4600006,4600006,5,6,46,100,10,P002_w512_h512_seed46_img06_effseed4600006,multiple_runs,P002_w512_h512_seed46_img06_effseed4600006,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed46_img06_effseed4600006.png,8.148,generated,
20260721_001619,2026-07-21T00:39:28,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,46,4600007,4600007,5,7,47,100,10,P002_w512_h512_seed46_img07_effseed4600007,multiple_runs,P002_w512_h512_seed46_img07_effseed4600007,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed46_img07_effseed4600007.png,7.9517,generated,
20260721_001619,2026-07-21T00:39:36,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,46,4600008,4600008,5,8,48,100,10,P002_w512_h512_seed46_img08_effseed4600008,multiple_runs,P002_w512_h512_seed46_img08_effseed4600008,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed46_img08_effseed4600008.png,8.1248,generated,
20260721_001619,2026-07-21T00:39:45,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,46,4600009,4600009,5,9,49,100,10,P002_w512_h512_seed46_img09_effseed4600009,multiple_runs,P002_w512_h512_seed46_img09_effseed4600009,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed46_img09_effseed4600009.png,8.2671,generated,
20260721_001619,2026-07-21T00:39:54,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,46,4600010,4600010,5,10,50,100,10,P002_w512_h512_seed46_img10_effseed4600010,multiple_runs,P002_w512_h512_seed46_img10_effseed4600010,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed46_img10_effseed4600010.png,7.9271,generated,
20260721_001619,2026-07-21T00:40:02,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,47,4700001,4700001,6,1,51,100,10,P002_w512_h512_seed47_img01_effseed4700001,multiple_runs,P002_w512_h512_seed47_img01_effseed4700001,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed47_img01_effseed4700001.png,8.178,generated,
20260721_001619,2026-07-21T00:40:11,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,47,4700002,4700002,6,2,52,100,10,P002_w512_h512_seed47_img02_effseed4700002,multiple_runs,P002_w512_h512_seed47_img02_effseed4700002,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed47_img02_effseed4700002.png,7.9648,generated,
20260721_001619,2026-07-21T00:40:19,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,47,4700003,4700003,6,3,53,100,10,P002_w512_h512_seed47_img03_effseed4700003,multiple_runs,P002_w512_h512_seed47_img03_effseed4700003,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed47_img03_effseed4700003.png,8.3406,generated,
20260721_001619,2026-07-21T00:40:29,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,47,4700004,4700004,6,4,54,100,10,P002_w512_h512_seed47_img04_effseed4700004,multiple_runs,P002_w512_h512_seed47_img04_effseed4700004,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed47_img04_effseed4700004.png,8.0598,generated,
20260721_001619,2026-07-21T00:40:37,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,47,4700005,4700005,6,5,55,100,10,P002_w512_h512_seed47_img05_effseed4700005,multiple_runs,P002_w512_h512_seed47_img05_effseed4700005,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed47_img05_effseed4700005.png,8.3371,generated,
20260721_001619,2026-07-21T00:40:46,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,47,4700006,4700006,6,6,56,100,10,P002_w512_h512_seed47_img06_effseed4700006,multiple_runs,P002_w512_h512_seed47_img06_effseed4700006,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed47_img06_effseed4700006.png,7.7998,generated,
20260721_001619,2026-07-21T00:40:55,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,47,4700007,4700007,6,7,57,100,10,P002_w512_h512_seed47_img07_effseed4700007,multiple_runs,P002_w512_h512_seed47_img07_effseed4700007,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed47_img07_effseed4700007.png,7.9866,generated,
20260721_001619,2026-07-21T00:41:03,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,47,4700008,4700008,6,8,58,100,10,P002_w512_h512_seed47_img08_effseed4700008,multiple_runs,P002_w512_h512_seed47_img08_effseed4700008,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed47_img08_effseed4700008.png,7.7841,generated,
20260721_001619,2026-07-21T00:41:11,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,47,4700009,4700009,6,9,59,100,10,P002_w512_h512_seed47_img09_effseed4700009,multiple_runs,P002_w512_h512_seed47_img09_effseed4700009,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed47_img09_effseed4700009.png,7.8797,generated,
20260721_001619,2026-07-21T00:41:20,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,47,4700010,4700010,6,10,60,100,10,P002_w512_h512_seed47_img10_effseed4700010,multiple_runs,P002_w512_h512_seed47_img10_effseed4700010,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed47_img10_effseed4700010.png,7.6857,generated,
20260721_001619,2026-07-21T00:41:28,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,48,4800001,4800001,7,1,61,100,10,P002_w512_h512_seed48_img01_effseed4800001,multiple_runs,P002_w512_h512_seed48_img01_effseed4800001,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed48_img01_effseed4800001.png,7.9103,generated,
20260721_001619,2026-07-21T00:41:36,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,48,4800002,4800002,7,2,62,100,10,P002_w512_h512_seed48_img02_effseed4800002,multiple_runs,P002_w512_h512_seed48_img02_effseed4800002,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed48_img02_effseed4800002.png,7.774,generated,
20260721_001619,2026-07-21T00:41:44,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,48,4800003,4800003,7,3,63,100,10,P002_w512_h512_seed48_img03_effseed4800003,multiple_runs,P002_w512_h512_seed48_img03_effseed4800003,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed48_img03_effseed4800003.png,7.8235,generated,
20260721_001619,2026-07-21T00:41:53,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,48,4800004,4800004,7,4,64,100,10,P002_w512_h512_seed48_img04_effseed4800004,multiple_runs,P002_w512_h512_seed48_img04_effseed4800004,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed48_img04_effseed4800004.png,8.0964,generated,
20260721_001619,2026-07-21T00:42:01,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,48,4800005,4800005,7,5,65,100,10,P002_w512_h512_seed48_img05_effseed4800005,multiple_runs,P002_w512_h512_seed48_img05_effseed4800005,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed48_img05_effseed4800005.png,7.9658,generated,
20260721_001619,2026-07-21T00:42:10,P002,role,codes,se,se,Photo portrait of a Software Engineer that codes,48,4800006,4800006,7,6,66,100,10,P002_w512_h512_seed48_img06_effseed4800006,multiple_runs,P002_w512_h512_seed48_img06_effseed4800006,stable-diffusion-v1-5,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,25,7.5,512,512,512x512,outputs/images/20260721_001619/P002_w512_h512_seed48_img06_effseed4800006.png,8.5576,generated,
