experiment_id,timestamp,prompt_id,task_id,category,task,variant_type,prompt_style,prompt,seed,image_id,model_name,model_huggingface_id,quantization,quantized_components,requested_device,actual_device,gpu_name,num_inference_steps,guidance_scale,width,height,resolution,model_load_seconds,image_path,execution_time_seconds,inference_seconds,image_save_seconds,generation_total_seconds,monitoring_enabled,monitoring_phase,monitoring_duration_seconds,monitoring_sample_count,gpu_energy_j,gpu_energy_wh,gpu_energy_measurement_method,gpu_power_mean_w,gpu_power_max_w,gpu_utilization_mean_percent,gpu_utilization_max_percent,gpu_temperature_start_c,gpu_temperature_max_c,gpu_temperature_end_c,gpu_power_limit_w,torch_peak_allocated_vram_mb,torch_peak_reserved_vram_mb,nvml_peak_used_vram_mb,process_cpu_mean_percent,process_cpu_max_percent,process_cpu_user_seconds,process_cpu_system_seconds,process_rss_start_mb,process_rss_peak_mb,process_rss_end_mb,system_ram_used_start_mb,system_ram_used_peak_mb,system_ram_used_end_mb,joules_per_image,wh_per_image,images_per_hour,peak_vram_mb,status,error_message
20260723_195347,2026-07-23T19:54:53,P002,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,46,P002_w512_h512_seed46,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P002_w512_h512_seed46.png,5.343941,5.165963,0.177975,5.343941,True,generation,5.349535,25,181.771,0.050491944,nvml_total_energy_counter,32.12916,34.914,82.92,99.0,53.0,57.0,56.0,35.0,2994.414062,3222.0,3578.617188,108.396,241.8,5.1,0.67,1948.679688,1948.761719,1948.679688,1863.265625,1863.265625,1863.222656,181.771,0.050491944,673.660088,2994.414062,generated,
20260723_195347,2026-07-23T19:54:59,P002,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,47,P002_w512_h512_seed47,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P002_w512_h512_seed47.png,5.350821,5.144144,0.206672,5.350821,True,generation,5.361805,25,185.841,0.0516225,nvml_total_energy_counter,31.93752,34.992,87.16,100.0,54.0,58.0,56.0,35.0,2994.414062,3222.0,3578.617188,111.568,393.0,5.43,0.57,1948.679688,1948.761719,1948.679688,1863.222656,1865.636719,1865.007812,185.841,0.0516225,672.793906,2994.414062,generated,
20260723_195347,2026-07-23T19:55:05,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",42,P003_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P003_w512_h512_seed42.png,5.375042,5.195461,0.179578,5.375042,True,generation,5.383151,25,184.472,0.051242222,nvml_total_energy_counter,32.18172,34.955,88.48,99.0,54.0,59.0,58.0,35.0,2994.414062,3222.0,3578.617188,113.912,257.3,5.33,0.57,1948.679688,1948.761719,1948.679688,1865.007812,1865.902344,1864.984375,184.472,0.051242222,669.762202,2994.414062,generated,
20260723_195347,2026-07-23T19:55:11,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",43,P003_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P003_w512_h512_seed43.png,5.39374,5.187493,0.206245,5.39374,True,generation,5.398218,25,194.265,0.0539625,nvml_total_energy_counter,32.57668,34.803,85.04,100.0,56.0,59.0,59.0,35.0,2994.414062,3222.0,3578.617188,108.632,271.0,5.13,0.65,1948.679688,1948.761719,1948.679688,1864.984375,1864.984375,1864.738281,194.265,0.0539625,667.440373,2994.414062,generated,
20260723_195347,2026-07-23T19:55:17,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",44,P003_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P003_w512_h512_seed44.png,5.419236,5.17884,0.240388,5.419236,True,generation,5.424617,25,183.935,0.051093056,nvml_total_energy_counter,32.35744,35.111,82.24,100.0,59.0,59.0,56.0,35.0,2994.414062,3222.0,3578.617188,119.04,509.7,5.75,0.61,1948.679688,1948.761719,1948.679688,1864.738281,1865.609375,1865.609375,183.935,0.051093056,664.300302,2994.414062,generated,
20260723_195347,2026-07-23T19:55:23,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",45,P003_w512_h512_seed45,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P003_w512_h512_seed45.png,5.465967,5.250626,0.215333,5.465967,True,generation,5.473266,25,186.5,0.051805556,nvml_total_energy_counter,32.38816,34.814,85.44,100.0,56.0,60.0,60.0,35.0,2994.414062,3222.0,3578.617188,120.74,607.3,5.87,0.68,1948.679688,1948.761719,1948.679688,1865.609375,1865.84375,1865.84375,186.5,0.051805556,658.620937,2994.414062,generated,
20260723_195347,2026-07-23T19:55:28,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",46,P003_w512_h512_seed46,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P003_w512_h512_seed46.png,5.435605,5.182167,0.253429,5.435605,True,generation,5.441197,25,187.497,0.0520825,nvml_total_energy_counter,32.37092,35.13,83.8,99.0,56.0,60.0,58.0,35.0,2994.414062,3222.0,3578.617188,117.796,504.9,5.71,0.64,1948.679688,1948.761719,1948.679688,1865.84375,1865.84375,1864.941406,187.497,0.0520825,662.299796,2994.414062,generated,
20260723_195347,2026-07-23T19:55:34,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",47,P003_w512_h512_seed47,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P003_w512_h512_seed47.png,5.310908,5.170402,0.140504,5.310908,True,generation,5.323818,24,184.775,0.051326389,nvml_total_energy_counter,32.543167,34.953,86.125,99.0,58.0,61.0,61.0,35.0,2994.414062,3222.0,3578.617188,107.9625,252.7,4.92,0.7,1948.679688,1948.761719,1948.679688,1864.941406,1865.40625,1865.144531,184.775,0.051326389,677.850141,2994.414062,generated,
20260723_195347,2026-07-23T19:55:40,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,42,P004_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P004_w512_h512_seed42.png,5.57244,5.395727,0.17671,5.57244,True,generation,5.5804,25,188.665,0.052406944,nvml_total_energy_counter,32.47008,35.019,82.44,99.0,57.0,61.0,61.0,35.0,2994.414062,3222.0,3578.617188,125.276,616.8,6.11,0.79,1948.679688,1948.761719,1948.679688,1865.136719,1867.082031,1867.082031,188.665,0.052406944,646.036552,2994.414062,generated,
20260723_195347,2026-07-23T19:55:46,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,43,P004_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P004_w512_h512_seed43.png,5.477305,5.291234,0.186066,5.477305,True,generation,5.483857,25,197.453,0.054848056,nvml_total_energy_counter,32.3096,35.409,83.04,99.0,57.0,61.0,61.0,35.0,2994.414062,3222.0,3578.617188,107.616,218.1,5.17,0.68,1948.679688,1948.761719,1948.679688,1867.082031,1867.777344,1864.195312,197.453,0.054848056,657.257516,2994.414062,generated,
20260723_195347,2026-07-23T19:55:52,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,44,P004_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P004_w512_h512_seed44.png,5.616663,5.292445,0.324206,5.616663,True,generation,5.626257,25,189.387,0.0526075,nvml_total_energy_counter,31.98388,35.014,82.44,99.0,58.0,62.0,61.0,35.0,2994.414062,3222.0,3578.617188,115.804,435.5,5.72,0.73,1948.679688,1948.761719,1948.679688,1865.3125,1865.546875,1865.53125,189.387,0.0526075,640.950022,2994.414062,generated,
20260723_195347,2026-07-23T19:55:58,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,45,P004_w512_h512_seed45,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P004_w512_h512_seed45.png,5.479852,5.315082,0.164762,5.479852,True,generation,5.48957,25,188.431,0.052341944,nvml_total_energy_counter,31.9642,34.969,82.12,99.0,58.0,62.0,61.0,35.0,2994.414062,3222.0,3578.617188,114.376,423.9,5.58,0.6,1948.679688,1948.761719,1948.679688,1866.753906,1867.722656,1867.714844,188.431,0.052341944,656.952078,2994.414062,generated,
20260723_195347,2026-07-23T19:56:04,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,46,P004_w512_h512_seed46,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P004_w512_h512_seed46.png,5.412394,5.240188,0.172202,5.412394,True,generation,5.418671,25,187.996,0.052221111,nvml_total_energy_counter,32.67752,35.125,90.24,100.0,61.0,62.0,61.0,35.0,2994.414062,3222.0,3578.617188,103.556,301.5,5.21,0.64,1948.679688,1948.761719,1948.679688,1867.933594,1868.171875,1867.710938,187.996,0.052221111,665.140096,2994.414062,generated,
20260723_195347,2026-07-23T19:56:10,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,47,P004_w512_h512_seed47,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P004_w512_h512_seed47.png,5.553075,5.348668,0.204399,5.553075,True,generation,5.5578,25,196.866,0.054685,nvml_total_energy_counter,32.71712,34.939,83.12,100.0,59.0,62.0,62.0,35.0,2994.414062,3222.0,3578.617188,125.856,535.1,5.88,0.69,1948.679688,1948.761719,1948.679688,1867.675781,1867.675781,1867.421875,196.866,0.054685,648.289459,2994.414062,generated,
20260723_195347,2026-07-23T19:56:16,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,42,P005_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P005_w512_h512_seed42.png,5.454347,5.27154,0.182804,5.454347,True,generation,5.463278,25,187.991,0.052219722,nvml_total_energy_counter,32.20084,35.165,84.88,100.0,59.0,62.0,62.0,35.0,2994.414062,3222.0,3578.617188,110.6,347.1,5.38,0.68,1948.679688,1948.761719,1948.679688,1867.421875,1867.421875,1866.898438,187.991,0.052219722,660.023991,2994.414062,generated,
20260723_195347,2026-07-23T19:56:22,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,43,P005_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P005_w512_h512_seed43.png,5.446597,5.264919,0.181674,5.446597,True,generation,5.453699,25,187.891,0.052191944,nvml_total_energy_counter,32.64396,35.043,85.12,99.0,60.0,63.0,63.0,35.0,2994.414062,3222.0,3578.617188,106.48,271.9,5.12,0.71,1948.679688,1948.761719,1948.679688,1866.898438,1867.382812,1867.371094,187.891,0.052191944,660.963111,2994.414062,generated,
20260723_195347,2026-07-23T19:56:28,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,44,P005_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P005_w512_h512_seed44.png,5.445721,5.268516,0.177198,5.445721,True,generation,5.456985,25,189.807,0.052724167,nvml_total_energy_counter,32.24652,35.211,85.76,99.0,59.0,63.0,63.0,35.0,2994.414062,3222.0,3578.617188,104.88,315.0,5.23,0.67,1948.679688,1948.761719,1948.679688,1867.371094,1867.835938,1867.597656,189.807,0.052724167,661.069529,2994.414062,generated,
20260723_195347,2026-07-23T19:56:34,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,45,P005_w512_h512_seed45,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P005_w512_h512_seed45.png,5.69122,5.481845,0.20937,5.69122,True,generation,5.698137,25,201.134,0.055870556,nvml_total_energy_counter,32.26472,35.008,79.48,99.0,60.0,64.0,62.0,35.0,2994.414062,3222.0,3578.617188,105.072,254.2,5.48,0.55,1948.679688,1948.761719,1948.679688,1867.832031,1910.671875,1884.234375,201.134,0.055870556,632.553331,2994.414062,generated,
20260723_195347,2026-07-23T19:56:40,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,46,P005_w512_h512_seed46,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P005_w512_h512_seed46.png,5.624991,5.468403,0.156582,5.624991,True,generation,5.632666,25,195.342,0.054261667,nvml_total_energy_counter,32.23788,35.126,82.6,99.0,60.0,64.0,61.0,35.0,2994.414062,3222.0,3578.617188,122.656,693.0,6.23,0.62,1948.679688,1948.761719,1948.679688,1884.234375,1884.234375,1878.335938,195.342,0.054261667,640.001078,2994.414062,generated,
20260723_195347,2026-07-23T19:56:46,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,47,P005_w512_h512_seed47,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P005_w512_h512_seed47.png,5.706631,5.51821,0.188412,5.706631,True,generation,5.715029,25,193.404,0.053723333,nvml_total_energy_counter,32.04744,35.018,82.8,98.0,60.0,64.0,64.0,35.0,2994.414062,3222.0,3578.617188,126.308,655.6,6.28,0.68,1948.679688,1948.761719,1948.679688,1878.320312,1878.320312,1876.097656,193.404,0.053723333,630.845073,2994.414062,generated,
20260723_195347,2026-07-23T19:56:52,P006,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",42,P006_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P006_w512_h512_seed42.png,5.620315,5.417353,0.202951,5.620315,True,generation,5.628947,25,195.182,0.054217222,nvml_total_energy_counter,32.18584,35.574,81.44,98.0,60.0,65.0,61.0,35.0,2994.414062,3222.0,3578.617188,112.42,384.2,5.62,0.67,1948.679688,1948.761719,1948.679688,1875.761719,1875.761719,1874.234375,195.182,0.054217222,640.533539,2994.414062,generated,
20260723_195347,2026-07-23T19:56:58,P006,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",43,P006_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P006_w512_h512_seed43.png,5.649301,5.471586,0.17771,5.649301,True,generation,5.654571,25,201.356,0.055932222,nvml_total_energy_counter,32.16324,35.145,79.16,100.0,60.0,64.0,62.0,35.0,2994.414062,3222.0,3578.617188,120.268,676.2,6.38,0.58,1948.679688,1948.761719,1948.679688,1873.945312,1873.945312,1873.726562,201.356,0.055932222,637.246967,2994.414062,generated,
20260723_195347,2026-07-23T19:57:05,P006,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",44,P006_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P006_w512_h512_seed44.png,5.60051,5.43213,0.168377,5.60051,True,generation,5.608827,25,190.562,0.052933889,nvml_total_energy_counter,32.22504,35.151,83.52,100.0,60.0,65.0,65.0,35.0,2994.414062,3222.0,3578.617188,116.952,516.8,6.07,0.68,1948.679688,1948.761719,1948.679688,1875.394531,1875.394531,1873.988281,190.562,0.052933889,642.79857,2994.414062,generated,
20260723_195347,2026-07-23T19:57:11,P006,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",45,P006_w512_h512_seed45,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P006_w512_h512_seed45.png,5.660597,5.334461,0.326133,5.660597,True,generation,5.668912,25,191.747,0.053263056,nvml_total_energy_counter,32.25876,35.11,83.48,98.0,61.0,65.0,65.0,35.0,2994.414062,3222.0,3578.617188,107.364,227.8,5.37,0.63,1948.679688,1948.761719,1948.679688,1873.988281,1876.292969,1876.292969,191.747,0.053263056,635.975341,2994.414062,generated,
20260723_195347,2026-07-23T19:57:17,P006,T002,role,fixes bugs,fair,fair,"Photo portrait of a Software Engineer that fixes bugs, such that it fairly represents different genders and ethnicities",46,P006_w512_h512_seed46,stable-diffusion,runwayml/stable-diffusion-v1-5,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,7.477144,outputs/images/20260723_195347/P006_w512_h512_seed46.png,5.583628,5.378364,0.205262,5.583628,True,generation,5.5934,25,195.195,0.054220833,nvml_total_energy_counter,32.10136,35.111,80.76,99.0,61.0,65.0,64.0,35.0,2994.414062,3222.0,3578.617188,111.208,325.9,5.54,0.66,1948.679688,1948.761719,1948.679688,1876.292969,1878.070312,1877.832031,195.195,0.054220833,644.742056,2994.414062,generated,
